municipality_id,municipality_name,PC1,PC2,PC3
1136,Menznau,-13.256546436012849,1.3389367382512376,-5.0216803720003425
1137,Nebikon,-7.828044319256671,5.998200886822175,-3.1847333477291997
1139,Pfaffnau,-7.480979402180024,-0.7072760352554579,-0.23816295062538118
114,Fischenthal,-11.680849446051894,-6.119154608953485,3.2105902051374833
1140,Reiden,-6.8643321867164655,1.8184816494723475,-0.8533751385972184
1142,Roggliswil,-11.752267993910293,-2.9691956609703225,-3.985624425990967
1143,Schötz,-7.287325868437799,4.903646010159244,-2.9271764271875167
1145,Ufhusen,-14.456116914164493,-2.266244237381674,-5.214067362077347
1146,Wauwil,-7.2144798329212785,4.054218608233964,-2.1116172693977324
1147,Wikon,-5.533524105162578,-0.4647803047594732,3.207522104721382
115,Gossau (ZH),-4.5829818495849715,3.627907887932158,3.3863415805347086
1150,Zell (LU),-9.49249227943867,2.537001206941109,-2.196182716362895
1151,Willisau,-4.890720245898051,4.491018719559739,-1.194780401786539
116,Grüningen,-4.689961859326123,3.5853438388611685,2.469115818089915
117,Hinwil,-4.669236102713092,1.9121311836530486,4.350985728402162
118,Rüti (ZH),-0.8075935762383422,1.4057809688586929,6.3944258544568005
119,Seegräben,1.0154980053212233,6.4217749081965065,6.8096934505966145
12,Rifferswil,7.859238298618015,3.0622507442988023,12.229186470323615
120,Wald (ZH),-2.192729117937361,-0.2901710590712751,6.897093357726849
1201,Altdorf (UR),1.7493663968051163,5.321750925090193,3.380142985316437
1202,Andermatt,-7.39159696387856,5.060527335792655,-3.377971236313188
1203,Attinghausen,-11.74557336018297,-2.004023108326464,-3.0175076669531897
1205,Bürglen (UR),-8.932039492897594,-2.1382155817682333,-0.5626782849707512
1206,Erstfeld,-3.9158645814312107,-3.121431202924858,3.538597954315419
1207,Flüelen,-7.063096182905433,1.6816137053129774,0.17673464461422844
1208,Göschenen,-11.1431911109357,-6.7620985608909825,-0.6657785966623655
1209,Gurtnellen,-11.25813091056394,-10.616771328001636,2.922615425585438
121,Wetzikon (ZH),-0.15511992282270337,1.8240999158699795,6.893541465833513
1210,Hospental,-14.159254232338409,-4.940304206093154,-4.605647865427709
1211,Isenthal,-6.18154678101345,-1.7264634376905357,-2.225553386772834
1212,Realp,-7.035488256178139,7.323725456841985,-7.262066423981551
1213,Schattdorf,-9.16990703129504,-0.5802906375034751,-1.485075271262431
1214,Seedorf (UR),-8.631184805478911,0.7655676019326744,-0.9895180049684903
1215,Seelisberg,-9.90949081931516,-0.7148863404512064,-0.5357448192037902
1216,Silenen,-12.174983578210943,-6.147392921175355,-1.2121388917147975
1217,Sisikon,-11.635030684144146,-4.006653756799559,-0.38909239914828014
1218,Spiringen,-21.318932195221286,-10.683031403093846,-5.368213430003929
1219,Unterschächen,-23.12512029065748,-9.023302323959735,-7.886827764157706
1220,Wassen,-13.00714541515966,-7.934898799007009,-1.132772980386238
13,Stallikon,0.48835772404976374,9.224788087202661,3.168503474430593
1301,Einsiedeln,-10.83261591184469,0.8313895219346439,-0.944679700451437
131,Adliswil,3.095292035952087,6.234409630114272,5.559913121602434
1311,Gersau,-9.571824089209384,2.3801350703741613,-1.2051951375729903
1321,Feusisberg,-12.175152605085827,5.9341145339431876,-3.8996974605428476
1322,Freienbach,-8.35843100183007,6.2193898402616785,-0.6494322916696498
1323,Wollerau,-9.878690989408224,9.932752828565311,-3.7253493876097203
1331,Küssnacht (SZ),-6.319837351240295,6.883268616632557,-1.3901284230097128
1341,Altendorf,-10.602684628919425,4.126429863590474,-2.766353844163931
1342,Galgenen,-12.301197700555765,-1.7092232772538845,0.03659538795930785
1343,Innerthal,-16.38324081029124,-10.772074688655053,-3.0513609569805125
1344,Lachen,-4.803911847463376,5.244758136904022,1.6141573171436152
1345,Reichenburg,-12.692916285069197,-5.6527669937684175,0.31473107853286975
1346,Schübelbach,-11.851541300225104,-3.6408704924616915,0.841732040847578
1347,Tuggen,-15.198158204987326,-2.477962659812237,-2.1280279843107626
1348,Vorderthal,-24.530426399241627,-15.223773755992285,-3.5408430416977654
1349,Wangen (SZ),-11.236304787107924,-2.3757189922803374,0.7145588380164266
135,Kilchberg (ZH),1.455779525959724,15.358290915137072,0.39896070860712046
136,Langnau am Albis,1.429999958494712,9.094517450230057,3.0683310543003777
1361,Alpthal,-26.599835991261312,-13.16545684698348,-5.1377508535939445
1362,Arth,-9.053135491045667,0.17950612668429536,0.6432512390762357
1363,Illgau,-21.037798270807738,-5.611689856331558,-6.4507912445209215
1364,Ingenbohl,-6.76610081300419,3.9619530693275875,-0.06990620897649513
1365,Lauerz,-17.411301250266643,-3.5462877053617743,-3.2425129462575386
1366,Morschach,-12.861126753299569,-4.549046730502302,-0.06461703411303749
1367,Muotathal,-26.48931809787242,-7.985703055193803,-7.744228581453365
1368,Oberiberg,-19.387649860710166,-5.525535170692032,-3.904936242714247
1369,Riemenstalden,-23.42665901902483,-11.222066518143965,-5.0389064113401405
137,Oberrieden,3.0184972149049667,11.93953827837611,3.513083015681362
1370,Rothenthurm,-23.93080619743543,-7.614639640411125,-6.1215392678852
1371,Sattel,-20.222792785187607,-2.4783217610200152,-5.135030989993057
1372,Schwyz,-9.340193670771013,1.2964319168344591,-0.0073891662171509005
1373,Steinen,-12.40258401696441,-2.410285569986061,-0.304022651824442
1374,Steinerberg,-21.12893471247873,-7.9723457219815845,-2.5687827246978063
1375,Unteriberg,-30.072769799779635,-14.877149578712764,-5.712062902297221
138,Richterswil,1.5371026721877168,6.720351698635024,4.935753208448823
139,Rüschlikon,0.6795610673235026,14.25741017926543,0.66791523541041
14,Wettswil am Albis,0.6434678266128983,12.870437433987789,1.9358600824571865
1401,Alpnach,-8.258756000129035,2.987067128764419,-2.0949499504102116
1402,Engelberg,-7.967437326416392,7.10534072526712,-3.1176311396581187
1403,Giswil,-9.814714024545424,0.4108217570993255,-2.4836297068791398
1404,Kerns,-12.2954306244536,2.013692502961482,-4.793901024299591
1405,Lungern,-10.838919755888856,4.963475928857788,-4.6391144542150435
1406,Sachseln,-5.099372600582955,5.621046884230046,-0.9343218516891176
1407,Sarnen,-5.4414617228187,5.291081843557644,-0.6984373387579048
141,Thalwil,5.37343339404187,10.371853227624268,5.604755449913617
1501,Beckenried,-9.48712970420763,4.134421779551709,-2.9602287465498285
1502,Buochs,-8.306779821303763,6.489317329567525,-3.98728549312732
1503,Dallenwil,-13.18445609070372,0.025349549652386307,-3.2311185055102842
1504,Emmetten,-14.356044842228052,0.16892715766064487,-3.6435467934886607
1505,Ennetbürgen,-8.687650894295311,8.35788535145435,-4.586228882843538
1506,Ennetmoos,-10.778731498945247,1.9024443279153527,-3.8527355766634743
1507,Hergiswil (NW),-9.421327108350285,10.131924070561118,-4.738500044958613
1508,Oberdorf (NW),-8.971474673562081,4.045372023264266,-2.8492148786100095
1509,Stans,0.7838076115310573,6.791552068812414,2.433672846922076
151,Erlenbach (ZH),-0.320960432467457,16.75321989365517,-0.8262580276749542
1510,Stansstad,-7.202964848229755,7.057771286018081,-2.8759080890789357
1511,Wolfenschiessen,-13.12996645765022,2.713764774942415,-4.7306613281732135
152,Herrliberg,-4.1280042951347875,15.35342980817857,-2.068502796198871
153,Hombrechtikon,-3.463201472068513,3.0170412486137566,4.663636654337572
154,Küsnacht (ZH),-1.2890699777379497,15.577219252609977,-0.8299543921954811
155,Männedorf,3.623821916181419,9.457126045163491,5.304221426505373
156,Meilen,0.31050647786149577,12.69651354327693,2.40006347620779
157,Oetwil am See,-4.53434215374104,1.6135992107333128,3.410876976797628
158,Stäfa,3.1768410053919354,8.761053966448092,5.853211209077805
159,Uetikon am See,0.9102636558231253,10.424172200827096,3.1967087742029614
160,Zumikon,-1.7218859994401958,18.041004879580296,-3.0011886013477937
161,Zollikon,1.9990140725476766,16.322896178087614,0.7166500119608964
1630,Glarus Nord,-6.825896377848029,-0.6960701503722023,2.6932106287677096
1631,Glarus Süd,-6.180414622286849,0.37047533774018016,2.3264096680199375
1632,Glarus,-1.0325917623169216,3.8062979093206772,4.606604125552867
1701,Baar,-2.6592265525222345,7.120115035216287,0.7593281332739426
1702,Cham,-0.9036286977266352,8.391400050245615,1.0910670335705015
1703,Hünenberg,-0.9895248752879928,12.382597514661327,-0.6764708420143746
1704,Menzingen,-6.954001348004004,4.494870317103256,-1.6494405155750107
1705,Neuheim,-10.092215557726874,4.069216598256959,-2.999391633308606
1706,Oberägeri,-10.280985781932321,5.430406523467238,-3.660763672156783
1707,Risch,-6.225851497006649,6.110929306931073,-1.0523730864596679
1708,Steinhausen,0.343833443342482,8.866000498128713,0.8565843995273684
1709,Unterägeri,-7.133164276523995,4.938604115555112,-0.6292057895655552
1710,Walchwil,-9.287549108964729,8.447603667315859,-3.5366577577308993
1711,Zug,2.2609371872141697,10.056525939122798,3.2408918884737714
172,Fehraltorf,-0.8481932222269238,6.704053758807919,3.8350887035669636
173,Hittnau,-3.834666354539818,1.5967814053708755,4.589255382519514
176,Lindau,-2.900082130329137,5.3480928271242885,3.306107976767326
177,Pfäffikon,0.7872642850560059,3.9947516447189817,7.003785547758106
178,Russikon,-6.081868115614833,4.997316169920673,1.8158590797727705
180,Weisslingen,-4.708429354407984,6.007912317199952,1.5420001077805725
181,Wila,-7.865971998669822,-3.1529772670027434,4.4912166731321745
182,Wildberg,-8.315983429808435,3.4207155112352536,-0.34116124858267416
191,Dübendorf,1.1208528494089056,5.023267558994023,5.491543010193556
192,Egg,0.011777918676430079,6.32994136706576,4.034946077115597
193,Fällanden,3.7564342698551765,8.485084526248151,5.526537466053281
194,Greifensee,6.467769819368182,9.082883237966724,6.6187015005991485
195,Maur,-0.7156409270640265,10.894213023970583,1.461890800563011
196,Mönchaltorf,1.8017882148861404,5.953186254836295,5.581241443305705
197,Schwerzenbach,3.85683014729524,7.0772797812007235,6.598522963552231
198,Uster,6.081120608439241,5.145119616309632,8.839137216223827
199,Volketswil,-3.597694394488303,3.9045609966466523,2.2910461677475302
2,Affoltern am Albis,2.084826822875002,4.779701070520121,6.229172946899684
200,Wangen-Brüttisellen,-3.7607143931914977,5.347687113872165,1.9275469302617703
2008,Châtillon (FR),5.8891775174506344,-3.1615392875007626,-2.184847846103936
2011,Cugy (FR),4.557328046307251,-3.416288601635862,-5.713092383349272
2016,Fétigny,5.685334500727246,-6.479278962711904,-3.6445001286209533
2022,Gletterens,3.3119124552912433,-7.904912349859547,0.03646411572867865
2025,Lully (FR),4.293478404314827,-10.539621880264205,-1.875557147405662
2027,Ménières,1.3918408874358374,-4.6252810113884735,-6.327481527980671
2029,Montagny (FR),5.821620693318207,-6.600516406258034,-2.1966511272471405
2035,Nuvilly,6.987312624223018,-7.465742098146259,-1.9056769146914885
2038,Prévondavaux,-1.2807640400684066,-14.638236521916832,-4.431122723632613
2041,Saint-Aubin (FR),6.104494819866149,-0.8143855324446582,-4.943054407554974
2043,Sévaz,7.811109158782127,-4.125648732746675,-0.5989353767857292
2044,Surpierre,3.44573364180663,-10.821790683909668,-2.323335786910064
2045,Vallon,9.725742294426672,-6.342754029947525,-0.7590043514567526
2050,Les Montets,5.380870110530642,-6.645305481736618,-3.277231173335981
2051,Delley-Portalban,2.7296066658060765,-7.3679025729665115,-2.4240879261179935
2053,Belmont-Broye,7.820475642693483,-6.722925802169747,-1.4300606642186757
2054,Estavayer,8.398607442315889,-4.6599168816423,-1.1299688394767446
2055,Cheyres-Châbles,8.05697139893228,-4.216551638746861,-1.2269818520202198
2063,Billens-Hennens,6.405654437147244,-7.677595499241231,-1.851599484016103
2067,Le Châtelard,-3.3449232002142657,-10.039938839723304,-9.292287322280508
2068,Châtonnaye,9.516332130163311,-6.787512823035259,-1.2481469801864127
2079,Grangettes,-0.9579029436207603,-9.185781425938005,-7.384706978439486
2086,Massonnens,3.405486738452,-10.249057094970143,-2.4766053956203367
2087,Mézières (FR),3.407695314648834,-7.98479128586265,-4.023833574701034
2096,Romont (FR),9.184612604129596,-2.73221838764051,-2.7519291942429627
2097,Rue,7.470277618092159,-7.124206156111602,-2.3862521372794814
2099,Siviriez,4.891242796742741,-7.6802836172591915,-3.8774968659516884
2102,Ursy,5.715825118010743,-8.406156420302535,-2.6991771770629627
211,Altikon,-9.724952790602025,1.302482451538088,-0.5609642084140812
2113,Vuisternens-devant-Romont,2.4128130781196373,-7.552826643152547,-5.774389676211517
2114,Villorsonnens,1.5935589038742726,-9.354237882440787,-4.157035894560688
2115,Torny,7.705489760985446,-5.877852728863096,-2.6787248937058936
2117,Villaz,7.781830293069739,-5.466382704911453,-3.831987781056151
2121,Haut-Intyamon,4.904886051122056,-3.880049432869682,-4.527389602786886
2122,Pont-en-Ogoz,9.219304280147053,-5.134220398295556,-2.546066911873955
2123,Botterens,2.832157723677047,-10.631862761347728,-3.0928011073133783
2124,Broc,7.309930364755959,-4.796178617189333,-4.1283698112970555
2125,Bulle,10.850965030812837,-3.16874921872333,-1.3100076809762282
2128,Châtel-sur-Montsalvens,5.983722308382444,-8.65216462154442,-0.21031063875570985
2129,Corbières,4.577485901724309,-6.322735406744323,-3.521537272377749
213,Brütten,-2.9984699842675906,11.80387740714675,-0.0009458100139118936
2130,Crésuz,4.444813307153064,-7.275347158351725,-0.9582383666979508
2131,Echarlens,10.311655569884138,-0.9677861583355979,-3.8861946133399647
2134,Grandvillard,6.377245185336864,-3.6567019090927704,-4.404172007579213
2135,Gruyères,7.878705233166072,-2.9993323819455475,-3.3895071953228015
2137,Hauteville,4.247967410243626,-5.055644040017492,-4.648028013477225
2138,Jaun,-13.64936062746307,-7.743089505098712,-4.414597272948855
214,Dägerlen,-3.026328093341593,2.2048826352994184,4.836362462994554
2140,Marsens,12.465558415704741,-3.2789389148268486,-1.0141097493995919
2143,Morlon,8.871092823671116,-0.2137392774703608,-5.12149938427041
2145,Le Pâquier (FR),9.726649436476071,-3.716649858962626,-0.6920007491307161
2147,Pont-la-Ville,3.980705571413033,-1.2085704164626265,-8.943903424131765
2148,Riaz,7.072341136927805,-5.494501847793491,-3.1209185965075403
2149,La Roche,-0.983503747628696,-11.979740558298104,-4.639351475267928
215,Dättlikon,1.2443718317617658,8.055895415429378,4.27070065439919
2152,Sâles,5.896289079785873,-5.868370698968939,-4.604914593106282
2153,Sorens,5.267236633159043,-6.339194811408514,-2.0158987326792035
2155,Vaulruz,3.7561431378231753,-4.009611935937882,-6.300002307971875
216,Dinhard,-6.232866568332001,2.853333755723669,2.9997129478104814
2160,Vuadens,5.4731364122738,-4.9960005363171485,-4.495144793891583
2162,Bas-Intyamon,7.2361532634668535,-4.748382402934105,-4.665308796216458
2163,Val-de-Charmey,4.536782839166039,-4.086009295408947,-3.581420980947697
2173,Autigny,10.64213714725386,-3.011371520013566,-2.3603852947371613
2174,Avry,11.923645382916517,0.2347413585396227,-1.706927344131459
2175,Belfaux,14.083085432829023,-1.4492294522944722,0.37384169149160695
2177,Chénens,8.493829537479595,-5.687977464537009,-2.6731531751919744
218,Ellikon an der Thur,-8.306806911416697,1.9731093204202652,1.6431429625247405
2183,Corminboeuf,14.371217006353868,1.2411141114664974,-1.282241860625637
2186,Cottens (FR),9.273570724882791,-4.172711248833872,-2.6778482080859773
219,Elsau,-1.3606708002598205,4.445289119571941,4.3339510266966155
2194,Ferpicloz,1.4213345575572,-2.8112006577686195,-6.476046415447081
2196,Fribourg,19.69392923673794,-0.973967611803345,7.817553904628638
2197,Givisiez,12.965935273535406,0.012633000891083174,-0.48565142415444457
2198,Granges-Paccot,11.607948694394219,-2.233033337725157,0.3635923744419501
22,Benken (ZH),-8.312680074938335,-0.06443668751887445,0.9775924265748326
220,Hagenbuch,-12.451867716100994,-3.0956635868643896,2.0634408233564514
2206,Marly,14.404818719073784,0.1728019862497894,2.0307634918662645
2208,Matran,13.732281032939326,0.9655643108424626,-2.491733146206809
221,Hettlingen,-1.1712919585772068,9.439420453584765,3.253513177938392
2211,Neyruz (FR),14.58894609791611,0.8845680135637246,-1.457345379972316
2216,Pierrafortscha,6.971768471623215,4.505155517309036,-3.6825538417490127
2220,Le Mouret,6.137579958386655,-6.76132889047112,-2.0275615408246797
2226,Treyvaux,7.447683811297648,-2.583747547054271,-4.254851503425974
2228,Villars-sur-Glâne,17.097321801264727,2.2119470415089686,2.0155749453914287
223,Neftenbach,-3.0194170982582444,6.541651345510979,1.9379723819090773
2230,Villarsel-sur-Marly,8.675625709030802,1.6414244001381926,-6.37766206183159
2233,Hauterive (FR),12.899338721359722,-3.176348738294147,-1.467423505995053
2234,La Brillaz,11.538895449357184,-1.9412964413467755,-2.943453886664162
2235,La Sonnaz,15.156164329027686,-1.630421099670994,0.29441859777709145
2236,Gibloux,11.485883302896406,-5.572305819375606,-1.2111168592176322
2237,Prez,12.389929411410984,-4.7871294194385365,-1.6242084154920726
2238,Bois-d'Amont,12.201598072228217,-3.1482925437991307,-1.2427003859513643
2239,Grolley-Ponthaux,9.51295589891293,-3.0010563309782765,-1.9107518638466094
224,Pfungen,-2.0540970428498526,2.737369559641548,4.377582141693618
225,Rickenbach (ZH),-3.6543088926484946,6.082356946191414,2.644500882933141
2250,Courgevaux,2.6560200262434117,1.8376866007868857,1.084073859328361
2254,Courtepin,7.588784600450035,-3.881443000499485,0.9846828134346446
2257,Cressier (FR),10.804470085127202,1.205264535894294,3.2950840305639923
2258,Fräschels,-0.6070834637939863,6.524202930197736,2.687888097098405
226,Schlatt (ZH),-4.8810029797000904,-3.1397823582127136,5.7673479436522355
2261,Greng,-7.372825596822125,10.884100788374365,-3.916607667139306
2262,Gurmels,0.40098836052807635,1.902449361294795,1.111510638385358
2265,Kerzers,1.2189049119958748,4.807915374761926,1.7478498140218341
2266,Kleinbösingen,0.9552049444597196,0.95503376706906,2.7064163543106368
227,Seuzach,-3.8122151213510405,8.333286002383437,1.1816286286225943
2271,Meyriez,5.9473407057275125,11.419715171323986,2.5071101134237868
2272,Misery-Courtion,7.278235024859905,-6.763329669983334,-2.2740501245053664
2274,Muntelier,5.64847491918926,12.86033824885897,0.5866561499808629
2275,Murten,2.9350159676575545,6.610736611706988,1.9131739657483757
2276,Ried bei Kerzers,-4.904299693477,5.268167406745473,-2.103639753852678
2278,Ulmiz,-4.372482789006474,-0.0980636076863682,-0.548114485284514
228,Turbenthal,-5.244447505365174,-2.7153912446449873,6.269542132588035
2284,Mont-Vully,6.5276167795885724,4.968102639694769,-0.9716395054517001
2292,Brünisried,-5.668741155116997,-2.548401483808488,-1.1603288516587915
2293,Düdingen,3.8212209739988574,5.024984561527659,2.339522281474315
2294,Giffers,-2.310236596161858,-1.9533825578878903,1.3916822944684661
2295,Bösingen,1.899926089796066,5.233592066119838,1.2402940166864185
2296,Heitenried,-1.0266627927911864,3.135122138990778,-0.6067820379943676
2299,Plaffeien,-6.115980038777325,-6.748457971862258,1.0357048461721674
23,Berg am Irchel,-10.05295737797567,2.6459189362180444,1.5080619952658076
230,Winterthur,10.329508608758761,4.035102015233606,12.363763882980708
2300,Plasselb,-7.876867315422691,-7.791221530748671,0.4938580476641373
2301,Rechthalten,-2.747752768769114,-1.460825704321843,-0.2923564930908044
2303,St. Silvester,-11.21082634556077,-10.52454058897717,-2.9432652025659105
2304,St. Ursen,3.259077471326632,3.2919979789891145,1.6683964206466877
2305,Schmitten (FR),5.3353889039067495,4.541988699607661,4.129744228885155
2306,Tafers,1.337572183379012,2.374675116164865,1.3759288563363987
2307,Tentlingen,-1.189544745318679,-1.4316570613026216,0.5970293249203352
2308,Ueberstorf,-1.592593002399467,1.497584097826456,0.84513207733933
2309,Wünnewil-Flamatt,2.7912984614271323,1.5143148922153629,4.990972317561302
231,Zell (ZH),-1.9033652010842521,-0.527102812116757,6.461799827956456
2321,Attalens,11.476651415487163,-2.056364366235863,-2.3137846491844796
2323,Bossonnens,12.47715487880667,-5.938196009913543,-0.38653195635709264
2325,Châtel-Saint-Denis,7.877965883417341,-5.2789263434935885,-3.24803781005546
2328,Granges (Veveyse),13.118390565625349,-2.7081421864713957,-0.2918410501334904
2333,Remaufens,9.978795152195897,-4.952037858613622,-2.815435515381223
2335,Saint-Martin (FR),10.029923568142749,-6.9348037823860205,-1.2013055996106432
2336,Semsales,4.806001977317209,-6.973280239259858,-4.4875181025674085
2337,Le Flon,8.204624534423862,-8.68729867001016,-2.1972445677570027
2338,La Verrerie,5.334905988929167,-6.400196716000718,-5.268795345132963
24,Buch am Irchel,-8.89303991563469,5.750064082680824,-0.774336004824219
2401,Egerkingen,-8.920373015952693,1.0966855204812644,-1.0778273381774328
2402,Härkingen,-8.016279426270616,0.35011565576459924,-0.32598768980319015
2403,Kestenholz,-3.9808525826026826,4.414863108125043,0.2200980127392191
2404,Neuendorf,-7.35701974270685,2.5904355422426733,-1.2011230366184258
2405,Niederbuchsiten,-11.908998969729604,-3.2486908022316614,-1.8744695143512633
2406,Oberbuchsiten,-6.880695697999526,1.5674862621103607,-0.7157440953852784
2407,Oensingen,-6.347663985062059,0.16760849261498598,1.3971937937582806
2408,Wolfwil,-6.161087220491215,4.63273733154504,-2.207402896695414
241,Aesch (ZH),-3.0818494189352705,12.768561532237655,-0.7227132450025582
242,Birmensdorf (ZH),0.06327719658799932,8.677111979586973,3.4953442591148884
2421,Aedermannsdorf,-9.03988259951049,-0.07132711188466792,-2.807412821479719
2422,Balsthal,-5.633291968217734,1.2618895208007128,1.4618441418548158
2424,Herbetswil,-10.680384740450009,-1.2047616992220507,-2.439465788635298
2425,Holderbank (SO),-10.94433915818776,-5.855342095834161,-0.13209066856203455
2426,Laupersdorf,-9.247008804593916,-0.6009887220497279,-1.1359452343569623
2427,Matzendorf,-10.418338093439013,-4.64306246164979,-0.1606479061417609
2428,Mümliswil-Ramiswil,-13.386579090909215,-4.314273619364412,-2.1299450967064817
243,Dietikon,1.4495202158979041,1.9114281086923184,6.6844512447204485
2430,Welschenrohr-Gänsbrunnen,-8.87978331469005,-2.173338531096123,-0.016340693833162348
244,Geroldswil,-4.823557038407617,6.163775583604155,0.6913867721971232
2445,Biezwil,-8.791692264622219,0.5071967157776929,-0.7767918972968368
245,Oberengstringen,1.7562091823695076,5.4156949119078455,4.480726932842058
2455,Lüterkofen-Ichertswil,-0.9951722346619485,6.404783514749177,0.6963309456643108
