proposal_id,title,voting_date,f_statistic,p_value,eta_squared,mean_range,n_municipalities,n_groups,category,significant,highly_significant
23,Bundesbeschluss über die Aufhebung der Genehmigungspflicht für die Errichtung von Bistümern,20010610,61.50322332434298,4.3049728780371075e-38,0.08158694717198801,10.689225702212276,2081,4,Röstigraben (Sprachgebiete),True,True
24,Bundesbeschluss über eine Schuldenbremse,20011202,202.35387810242742,3.9405319294627473e-115,0.22617276240899659,9.988077462105736,2081,4,Röstigraben (Sprachgebiete),True,True
25,Volksinitiative «für eine gesicherte AHV - Energie statt Arbeit besteuern!»,20011202,16.044692393159583,2.5953111944958157e-10,0.022649901338631446,5.382772651006711,2081,4,Röstigraben (Sprachgebiete),True,True
26,Volksinitiative «für eine glaubwürdige Sicherheitspolitik und eine Schweiz ohne Armee»,20011202,350.9082518377471,2.507846638166534e-184,0.3363633666694776,10.823401845637582,2081,4,Röstigraben (Sprachgebiete),True,True
27,Volksinitiative «Solidarität schafft Sicherheit: Für einen freiwilligen zivilen Friedensdienst (ZFD)»,20011202,455.6424880224137,1.9395675984999665e-227,0.39690948149439625,11.569765692419217,2081,4,Röstigraben (Sprachgebiete),True,True
28,Volksinitiative «für eine Kapitalgewinnsteuer»,20011202,28.821919644471414,2.958663075647058e-18,0.0399663172742062,6.7075298284862015,2081,4,Röstigraben (Sprachgebiete),True,True
29,Volksinitiative «für den Beitritt der Schweiz zur Organisation der Vereinten Nationen (UNO)»,20020303,194.53040439565262,3.549051205977433e-111,0.2193464408566208,18.973511061396962,2081,4,Röstigraben (Sprachgebiete),True,True
30,Volksinitiative «für eine kürzere Arbeitszeit»,20020303,655.6188471762756,8.034323611629861e-300,0.4863813840402045,20.2231712962963,2081,4,Röstigraben (Sprachgebiete),True,True
31,"Schweizerisches Strafgesetzbuch (Schwangerschaftsabbruch, Fristenregelung)",20020602,148.53810368638275,3.3191597330466788e-87,0.17664781695147497,28.991375838926174,2081,4,Röstigraben (Sprachgebiete),True,True
32,Volksinitiative «für Mutter und Kind - für den Schutz des ungeborenen Kindes und für die Hilfe an seine Mutter in Not»,20020602,53.14647250218167,4.2928350672236615e-33,0.07129163269904595,14.285318791946306,2081,4,Röstigraben (Sprachgebiete),True,True
33,Volksinitiative «Überschüssige Goldreserven in den AHV-Fonds»,20020922,76.03669524823893,1.155932813177469e-46,0.09895843463416236,10.272315436241612,2081,4,Röstigraben (Sprachgebiete),True,True
34,"Gold für AHV, Kantone und Stiftung (Gegenvorschlag zur Goldinitiative)",20020922,12.8717567993109,2.478001249553523e-08,0.018252501264404922,6.944252387950037,2081,4,Röstigraben (Sprachgebiete),True,True
35,Goldinitiative und Gegenvorschlag: Stichfrage,20020922,42.7661581677692,8.193432559639972e-27,0.058177374168004004,6.995787037037033,2081,4,Röstigraben (Sprachgebiete),True,True
36,Elektrizitätsmarktgesetz,20020922,670.5183170996397,8.902978501244599e-305,0.49199655508111917,21.114798657718126,2081,4,Röstigraben (Sprachgebiete),True,True
37,Volksinitiative «gegen Asylrechtsmissbrauch»,20021124,257.3082294314294,5.6161492962149144e-142,0.2709529990266104,12.332752836692329,2081,4,Röstigraben (Sprachgebiete),True,True
38,Bundesgesetz über die obligatorische  Arbeitslosenversicherung und die Insolvenzentschädigung,20021124,114.5049640847032,1.2814023598635563e-68,0.14191810732228577,12.721367449664434,2081,4,Röstigraben (Sprachgebiete),True,True
39,Bundesbeschluss über die Änderung der Volksrechte,20030209,34.109358571005664,1.6240450897339126e-21,0.0469539565214558,6.956166418095947,2081,4,Röstigraben (Sprachgebiete),True,True
40,Bundesgesetz über die Anpassung der kantonalen Beiträge an Spitalbehandlungen,20030209,44.680438617892264,5.614384391470705e-28,0.06062361426381763,8.153523489932894,2081,4,Röstigraben (Sprachgebiete),True,True
41,Bundesgesetz über die Armee und die Militärverwaltung (Armee XXI),20030518,103.26171385685323,2.615144080616837e-62,0.1297918007679206,14.437218959731538,2081,4,Röstigraben (Sprachgebiete),True,True
42,Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz,20030518,81.71898698530352,5.672246731706723e-50,0.10557295009678912,13.087244127516769,2081,4,Röstigraben (Sprachgebiete),True,True
43,Volksinitiative «Ja zu fairen Mieten»,20030518,474.7601965967247,6.981567199092957e-235,0.4067884744637188,17.371095735706316,2081,4,Röstigraben (Sprachgebiete),True,True
44,Volksinitiative «für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre»,20030518,106.955302841128,2.163019594323285e-64,0.13381311581387584,10.959643301019138,2081,4,Röstigraben (Sprachgebiete),True,True
45,Volksinitiative «Gesundheit muss bezahlbar bleiben»,20030518,666.4921622154949,1.919717669850864e-303,0.49049135771940994,21.051772797779407,2081,4,Röstigraben (Sprachgebiete),True,True
46,Volksinitiative «Gleiche Rechte für Behinderte»,20030518,746.366186169209,0.0,0.5187783661923224,22.80008504095572,2081,4,Röstigraben (Sprachgebiete),True,True
47,Volksinitiative «Strom ohne Atom - Für eine Energiewende und die schrittweise Stilllegung der Atomkraftwerke»,20030518,205.34333852298562,1.240280116178928e-116,0.2287497770197733,14.936650815032515,2081,4,Röstigraben (Sprachgebiete),True,True
48,Volksinitiative «MoratoriumPlus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos»,20030518,118.41986620972415,8.526931199173299e-71,0.14606154656739662,13.068364900536096,2081,4,Röstigraben (Sprachgebiete),True,True
49,Volksinitiative «für ein ausreichendes Berufsbildungsangebot»,20030518,396.89012399209935,9.190617552669574e-204,0.3643789723062478,15.044571937845266,2081,4,Röstigraben (Sprachgebiete),True,True
50,Gegenentwurf zur Volksinitiative «Avanti - für sichere und leistungsfähige Autobahnen»,20040208,45.20859164215697,2.6827142328473884e-28,0.06129630074067906,20.96053240740741,2081,4,Röstigraben (Sprachgebiete),True,True
51,Obligationenrecht (Miete). Änderung,20040208,1077.6615068794106,0.0,0.6088500838510247,24.238615771812086,2081,4,Röstigraben (Sprachgebiete),True,True
52,"Volksinitiative «Lebenslange Verwahrung für nicht therapierbare, extrem gefährliche Sexual- und Gewaltstraftäter»",20040208,199.66844087330617,8.893848790907787e-114,0.22384309835133945,20.486851851851853,2081,4,Röstigraben (Sprachgebiete),True,True
53,Bundesgesetz über die Alters- und Hinterlassenenversicherung (11. AHV-Revision),20040516,152.09546931169044,4.180256098399623e-89,0.18011639209283037,10.662032206710748,2081,4,Röstigraben (Sprachgebiete),True,True
54,Bundesbeschluss über die Finanzierung der AHV/IV durch Anhebung der Mehrwertsteuersätze,20040516,3.464151045413679,0.015676149783798794,0.004978677162805015,2.2193941088739777,2081,4,Röstigraben (Sprachgebiete),True,False
55,"Bundesgesetz über die Änderung von Erlassen im Bereich der Ehe- und Familienbesteuerung, der Wohneigentumsbesteuerung und der Stempelabgaben",20040516,38.0718774303906,6.017173429162149e-24,0.052124323415740706,11.483398236590741,2081,4,Röstigraben (Sprachgebiete),True,True
56,Bundesbeschluss über die ordentliche Einbürgerung sowie über die erleichterte Einbürgerung junger Ausländerinnen und Ausländer der zweiten Generation,20040926,985.61618587906,0.0,0.5873932288151881,26.919813784278244,2081,4,Röstigraben (Sprachgebiete),True,True
57,Bundesbeschluss über den Bürgerrechtserwerb von Ausländerinnen und Ausländern der dritten Generation,20040926,1138.316373104109,0.0,0.6218100432328707,28.198962221816757,2081,4,Röstigraben (Sprachgebiete),True,True
58,Volksinitiative 'Postdienst für alle',20040926,575.5749505882065,3.163957502464987e-272,0.4539562978546039,24.428629820121365,2081,4,Röstigraben (Sprachgebiete),True,True
59,"Bundesgesetz über die Erwerbsersatzordnung für Dienstleistende in Armee, Zivildienst und Zivilschutz (Erwerbsersatzgesetz, EOG)",20040926,1932.3602022855332,0.0,0.7362231727483979,33.154588685776844,2081,4,Röstigraben (Sprachgebiete),True,True
60,Bundesbeschluss zur Neugestaltung des Finanzausgleichs und der Aufgabenteilung zwischen Bund und Kantonen (NFA),20041128,0.8440336034625926,0.469684722855656,0.0012176300665909334,2.1339814814814844,2081,4,Röstigraben (Sprachgebiete),False,False
61,Bundesbeschluss über eine neue Finanzordnung,20041128,41.39002516562419,5.649210969848223e-26,0.05641094110769383,5.549479865771815,2081,4,Röstigraben (Sprachgebiete),True,True
62,Bundesgesetz über die Forschung an embryonalen Stammzellen,20041128,367.095041155602,2.8945669552299874e-191,0.3465029349744269,21.269492449664426,2081,4,Röstigraben (Sprachgebiete),True,True
63,Bundesbeschluss über die Genehmigung und die Umsetzung der bilateralen Abkommen zwischen der Schweiz und der EU über die Assoziierung an Schengen und Dublin,20050605,365.2573881944382,1.7533514662710912e-190,0.34536742877887167,24.533365647526722,2081,4,Röstigraben (Sprachgebiete),True,True
64,"Bundesgesetz über die eingetragene Partnerschaft gleichgeschlechtlicher Paare (Partnerschaftsgesetz, PartG)",20050605,35.33585072637926,2.8637114363636155e-22,0.04856032315294472,10.23037724167959,2081,4,Röstigraben (Sprachgebiete),True,True
65,Bundesbeschluss über die Ausdehnung des Personenfreizügigkeitsabkommens auf die neuen EU-Staaten und über die Revision der flankierenden Massnahmen,20050925,249.0415100628374,4.870570560289445e-138,0.26455084476697704,24.673533432761616,2081,4,Röstigraben (Sprachgebiete),True,True
66,Volksinitiative «für Lebensmittel aus gentechnikfreier Landwirtschaft»,20051127,198.43428077073608,3.7367827712068844e-113,0.22276773159329646,10.749743584510306,2081,4,Röstigraben (Sprachgebiete),True,True
67,Arbeitsgesetz (Ladenöffnungszeiten in Zentren des öffentlichen Verkehrs),20051127,55.81595514432629,1.0723376515298326e-34,0.07460537088513594,7.246069985304921,2081,4,Röstigraben (Sprachgebiete),True,True
68,Bundesbeschluss über die Neuordnung der Verfassungsbestimmungen zur Bildung,20060521,374.0387634642342,3.294757306769227e-194,0.35075820587158413,28.3113410390256,2081,4,Röstigraben (Sprachgebiete),True,True
69,Volksinitiative «Nationalbankgewinne für die AHV»,20060924,289.23610669976557,7.134611128470713e-157,0.2946669842227486,19.592396113968483,2081,4,Röstigraben (Sprachgebiete),True,True
70,Bundesgesetz über die Ausländerinnen und Ausländer,20060924,950.9556362201967,0.0,0.5786904517947098,17.078743102436512,2081,4,Röstigraben (Sprachgebiete),True,True
71,Änderung des Asylgesetzes,20060924,791.3561951225431,0.0,0.5333704794332099,15.97772329860102,2081,4,Röstigraben (Sprachgebiete),True,True
72,Bundesgesetz über die Zusammenarbeit mit den Staaten Osteuropas,20061126,180.8780121482688,3.4249857467704486e-104,0.20714116128267773,19.164589236887892,2081,4,Röstigraben (Sprachgebiete),True,True
73,Bundesgesetz über die Familienzulagen,20061126,188.20982874135186,5.893279934073648e-108,0.21374287695097546,11.058807793833523,2081,4,Röstigraben (Sprachgebiete),True,True
74,Volksinitiative «Für eine soziale Einheitskrankenkasse»,20070311,1317.1322215631242,0.0,0.6554639458007492,30.148495370370377,2081,4,Röstigraben (Sprachgebiete),True,True
75,Bundesgesetz über die Invalidenversicherung,20070617,309.1338439945674,6.489062395589096e-166,0.30868095429686815,15.6077894295302,2081,4,Röstigraben (Sprachgebiete),True,True
76,Volksinitiative «Gegen Kampfjetlärm in Tourismusgebieten»,20080224,241.92029172492437,1.2814684458508012e-134,0.2589449858541777,10.35781287446558,2081,4,Röstigraben (Sprachgebiete),True,True
77,Bundesgesetz über die Verbesserung der steuerlichen Rahmenbedingungen für unternehmerische Tätigkeiten und Investitionen,20080224,41.37597228554171,5.761793197545707e-26,0.05639286835900424,12.442936241610731,2081,4,Röstigraben (Sprachgebiete),True,True
78,Volksinitiative «Für demokratische Einbürgerungen»,20080601,971.6750415457103,0.0,0.5839363889117088,24.165876773395002,2081,4,Röstigraben (Sprachgebiete),True,True
79,Volksinitiative «Volkssouveränität statt Behördenpropaganda»,20080601,503.42732476941967,8.073510304030634e-246,0.42101010880235845,16.67550584141188,2081,4,Röstigraben (Sprachgebiete),True,True
80,Verfassungsartikel «Für Qualität und Wirtschaftlichkeit in der Krankenversicherung»,20080601,1571.345437442621,0.0,0.6941556627771832,25.183762583892616,2081,4,Röstigraben (Sprachgebiete),True,True
81,Volksinitiative «für die Unverjährbarkeit pornografischer Straftaten an Kindern»,20081130,193.63425573311466,1.0122776556707334e-110,0.21855681643743738,10.366184439473031,2081,4,Röstigraben (Sprachgebiete),True,True
82,Volksinitiative «für ein flexibles AHV-Alter»,20081130,605.2226152261901,1.206089133180133e-282,0.46643276993032623,28.226805555555554,2081,4,Röstigraben (Sprachgebiete),True,True
83,Volksinitiative «Verbandsbeschwerderecht: Schluss mit der Verhinderungspolitik - Mehr Wachstum für die Schweiz!»,20081130,7.679669612310803,4.2010406762598484e-05,0.010970752800297783,2.9850019049174037,2081,4,Röstigraben (Sprachgebiete),True,True
84,Volksinitiative «für eine vernünftige Hanf-Politik mit wirksamem Jugendschutz»,20081130,306.1263502475283,1.4695744140003192e-164,0.3065986091192395,11.263477348993288,2081,4,Röstigraben (Sprachgebiete),True,True
85,Bundesgesetz über die Betäubungsmittel und psychotropen Stoffe,20081130,148.7993585237083,2.4056594733766834e-87,0.17690354918341197,8.310149884855704,2081,4,Röstigraben (Sprachgebiete),True,True
86,Weiterführung des Freizügigkeitsabkommens zwischen der CH und der EU sowie über die Genehmigung des Protokolls über die Ausdehnung des Abkommens auf Bulgarien und Rumänien,20090208,445.8653563422067,1.3884591540088352e-223,0.39172893132508085,31.672651006711412,2081,4,Röstigraben (Sprachgebiete),True,True
87,Verfassungsartikel «Zukunft mit Komplementärmedizin» (Gegenentwurf zur Volksinitiative «Ja zur Komplementärmedizin»),20090517,521.8868315444097,1.005119019950667e-252,0.42981235746233604,12.357241184186513,2081,4,Röstigraben (Sprachgebiete),True,True
88,Bundesbeschluss über die Genehmigung und Umsetzung des Notenaustauschs zwischen der Schweiz und der EU betreffend die Übernahme der Verordnung über biometrische Pässe,20090517,6.565234220525294,0.00020467856328580021,0.009393686759873636,8.38333473154362,2081,4,Röstigraben (Sprachgebiete),True,True
89,Bundesbeschluss über eine befristete Zusatzfinanzierung der Invalidenversicherung durch Anhebung der Mehrwertsteuersätze,20090927,353.77330987132945,1.4572765598286097e-185,0.3381809227284647,13.861829943931873,2081,4,Röstigraben (Sprachgebiete),True,True
90,Bundesbeschluss über den Verzicht auf die Einführung der allgemeinen Volksinitiative,20090927,96.39126128749035,2.071246292314096e-58,0.12221155767791139,7.288883642603892,2081,4,Röstigraben (Sprachgebiete),True,True
91,Bundesbeschluss zur Schaffung einer Spezialfinanzierung für Aufgaben im Luftverkehr,20091129,4.583466393452567,0.0033302088007805034,0.006576777020226039,1.415557586949987,2081,4,Röstigraben (Sprachgebiete),True,False
92,Volksinitiative «Für ein Verbot von Kriegsmaterial-Exporten»,20091129,359.656170537926,4.331990174950772e-188,0.3418819001657453,11.839111832258414,2081,4,Röstigraben (Sprachgebiete),True,True
93,Volksinitiative «Gegen den Bau von Minaretten»,20091129,342.4508653835097,1.1667678182341002e-180,0.3309394034119925,15.372684563758384,2081,4,Röstigraben (Sprachgebiete),True,True
94,Volksinitiative «Für die Ausschaffung krimineller Ausländer»,20101128,383.8807244444416,2.3875899548393867e-198,0.35669551207786626,15.975152249565006,2081,4,Röstigraben (Sprachgebiete),True,True
95,Bundesbeschluss über die Aus- und Wegweisung krimineller Ausländerinnen und Ausländer im Rahmen der Bundesverfassung (Gegenentwurf zur Ausschaffungsinitiative),20101128,7.754453800812656,3.7765556149241875e-05,0.011076402050314299,5.3882696546656845,2081,4,Röstigraben (Sprachgebiete),True,True
96,Ausschaffungsinitiative und Gegenvorschlag: Stichfrage,20101128,366.1011071652764,7.665336417845034e-191,0.3458892616842785,15.1689180959483,2081,4,Röstigraben (Sprachgebiete),True,True
97,Volksinitiative «Für faire Steuern. Stopp dem Missbrauch beim Steuerwettbewerb»,20101128,69.15151206973249,1.2709166297266519e-42,0.09081140942881094,7.109081375838926,2081,4,Röstigraben (Sprachgebiete),True,True
98,Volksinitiative «Für den Schutz vor Waffengewalt»,20110213,182.435504633693,5.400033295196423e-105,0.20855281614474927,15.931015100671136,2081,4,Röstigraben (Sprachgebiete),True,True
99,Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»,20120311,36.08957261391485,9.869238826120143e-23,0.04954480744531727,16.60650762307128,2081,4,Röstigraben (Sprachgebiete),True,True
100,Volksinitiative «Für ein steuerlich begünstigtes Bausparen zum Erwerb von selbst genutztem Wohneigentum und zur Finanzierung von baulichen Energiespar- und Umweltschutzmassnahmen»,20120311,477.978386557425,4.007608249833013e-236,0.4084197213730729,18.42345980624269,2081,4,Röstigraben (Sprachgebiete),True,True
101,Volksinitiative «6 Wochen Ferien für alle»,20120311,472.15487568302876,7.098682475869658e-234,0.40546127648802577,22.580995370370367,2081,4,Röstigraben (Sprachgebiete),True,True
102,Bundesbeschluss über die Regelung der Geldspiele zugunsten gemeinnütziger Zwecke,20120311,260.36985857831104,1.9933153114943746e-143,0.27329588143382405,10.761128355704685,2081,4,Röstigraben (Sprachgebiete),True,True
103,Bundesgesetz über die Buchpreisbindung,20120311,2002.9008657768795,0.0,0.7431268371550435,25.57026315529935,2081,4,Röstigraben (Sprachgebiete),True,True
104,Volksinitiative «Eigene vier Wände dank Bausparen»,20120617,162.0844938449856,2.1306447366930108e-94,0.18970167602923646,11.49165265191716,2081,4,Röstigraben (Sprachgebiete),True,True
105,Volksinitiative «Für die Stärkung der Volksrechte in der Aussenpolitik (Staatsverträge vors Volk!)»,20120617,280.57012882283817,7.051149228740264e-153,0.2883843461724681,17.37588118319662,2081,4,Röstigraben (Sprachgebiete),True,True
106,Änderung des Bundesgesetzes über die Krankenversicherung (Managed Care),20120617,750.1875888784551,0.0,0.5200531772726089,22.546208053691274,2081,4,Röstigraben (Sprachgebiete),True,True
107,Bundesbeschluss über die Jugendmusikförderung,20120923,75.32513486377005,3.0128137641951073e-46,0.09812323837275645,6.402707431899202,2081,4,Röstigraben (Sprachgebiete),True,True
108,Volksinitiative «Sicheres Wohnen im Alter»,20120923,113.5433807364227,4.405144841648367e-68,0.14089423202591034,7.357907899343658,2081,4,Röstigraben (Sprachgebiete),True,True
109,Volksinitiative «Schutz vor Passivrauchen»,20120923,303.4986914555133,2.2615273626502778e-163,0.3047689609297975,18.950993278362862,2081,4,Röstigraben (Sprachgebiete),True,True
110,Änderung des Tierseuchengesetzes (TSG),20121125,467.169124760765,6.094963222016777e-232,0.402904816199063,20.404679445137546,2081,4,Röstigraben (Sprachgebiete),True,True
111,Bundesbeschluss über die Familienpolitik,20130303,1051.5645019921951,0.0,0.6029966209550932,22.66472507959834,2081,4,Röstigraben (Sprachgebiete),True,True
112,Volksinitiative «gegen die Abzockerei»,20130303,12.0798117125265,7.727060329394447e-08,0.01714875964124717,4.881481481481487,2081,4,Röstigraben (Sprachgebiete),True,True
113,Bundesgesetz über die Raumplanung,20130303,112.3885689128017,1.9445859631074043e-67,0.13966137692922645,10.946923181237636,2081,4,Röstigraben (Sprachgebiete),True,True
114,Volksinitiative «Volkswahl des Bundesrates»,20130609,106.13498158878237,6.262424332674978e-64,0.13292322263173967,11.01578703703704,2081,4,Röstigraben (Sprachgebiete),True,True
115,Asylgesetz (AsylG) (Dringliche Änderungen des Asylgesetzes),20130609,659.8721931485196,3.053307191378676e-301,0.48799696512509166,10.91171145870831,2081,4,Röstigraben (Sprachgebiete),True,True
116,Volksinitiative «Ja zur Aufhebung der Wehrpflicht»,20130922,487.91580910988176,6.194334684312116e-240,0.4134006893661916,11.696194455813675,2081,4,Röstigraben (Sprachgebiete),True,True
117,Bundesgesetz über die Bekämpfung übertragbarer Krankheiten des Menschen (Epidemiengesetz),20130922,449.9238143906585,3.4546849175184726e-225,0.39389012823176955,15.033857149549533,2081,4,Röstigraben (Sprachgebiete),True,True
118,Arbeitsgesetz (Liberalisierung der Öffnungszeiten von Tankstellenshops),20130922,72.27584833537514,1.8451343007436474e-44,0.09452652422723735,13.591285732040767,2081,4,Röstigraben (Sprachgebiete),True,True
119,Volksinitiative «1:12 - Für gerechte Löhne»,20131124,247.13930606194907,3.9685404605634734e-137,0.26306173878680184,18.879675925925927,2081,4,Röstigraben (Sprachgebiete),True,True
120,"Volksinitiative «Familieninitiative: Steuerabzüge auch für Eltern, die ihre Kinder selber betreuen»",20131124,179.90340242364644,1.089935307311261e-103,0.2062552459081142,8.897747868474127,2081,4,Röstigraben (Sprachgebiete),True,True
121,Bundesgesetz über die Abgabe für die Benützung von Nationalstrassen,20131124,76.72769724387122,4.563158865849191e-47,0.09976802125350781,17.268670302013422,2081,4,Röstigraben (Sprachgebiete),True,True
122,Bundesbeschluss über die Finanzierung und den Ausbau der Eisenbahninfrastruktur (direkter Gegenentwurf zur zurückgezogenen Volksinitiative «Für den öffentlichen Verkehr»),20140209,306.9247999168952,6.412957593123083e-165,0.3071526662671025,16.835257027784586,2081,4,Röstigraben (Sprachgebiete),True,True
123,Volksinitiative «Abtreibungsfinanzierung ist Privatsache - Entlastung der Krankenversicherung durch Streichung der Kosten des Schwangerschaftsabbruchs aus der obligatorischen Grundversicherung»,20140209,1186.1224338972736,0.0,0.631434849086686,23.13795877734986,2081,4,Röstigraben (Sprachgebiete),True,True
124,Volksinitiative «Gegen Masseneinwanderung»,20140209,455.38350867672153,2.451260609658777e-227,0.3967733956741323,23.33908153119563,2081,4,Röstigraben (Sprachgebiete),True,True
125,Bundesbeschluss über die medizinische Grundversorgung (direkter Gegenentwurf zur zurückgezogenen Volksinitiative «Ja zur Hausarztmedizin»),20140518,136.50829241869448,1.0113100563592438e-80,0.1646976794810929,4.062290570494454,2081,4,Röstigraben (Sprachgebiete),True,True
126,Volksinitiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»,20140518,541.1747594620615,7.917502257191527e-260,0.4387281791039113,19.556157407407397,2081,4,Röstigraben (Sprachgebiete),True,True
127,Volksinitiative «Für den Schutz fairer Löhne (Mindestlohn-Initiative)»,20140518,333.5966889868336,8.687736783875191e-177,0.32516514940502067,14.608356481481483,2081,4,Röstigraben (Sprachgebiete),True,True
128,Bundesgesetz über den Fonds zur Beschaffung des Kampfflugzeugs Gripen,20140518,820.903053217915,0.0,0.542481703793021,18.70926114089029,2081,4,Röstigraben (Sprachgebiete),True,True
129,Volksinitiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»,20140928,59.91817986879341,3.785621427252917e-37,0.07965179041480208,6.403240740740738,2081,4,Röstigraben (Sprachgebiete),True,True
130,Volksinitiative «Für eine öffentliche Krankenkasse»,20140928,1315.679232394914,0.0,0.6552146410088605,29.658410234899332,2081,4,Röstigraben (Sprachgebiete),True,True
131,Volksinitiative «Schluss mit den Steuerprivilegien für Millionäre (Abschaffung der Pauschalbesteuerung)»,20141130,256.6067764560476,1.2085737541078058e-141,0.27041409021376694,16.12806162747979,2081,4,Röstigraben (Sprachgebiete),True,True
132,Volksinitiative «Stopp der Überbevölkerung - zur Sicherung der natürlichen Lebensgrundlagen»,20141130,346.60921314028735,1.8194031621316644e-182,0.3336173057083366,17.97659722222222,2081,4,Röstigraben (Sprachgebiete),True,True
133,Volksinitiative «Rettet unser Schweizer Gold (Gold-Initiative)»,20141130,196.041034812515,6.079092333614781e-112,0.22067389812436616,15.417476851851855,2081,4,Röstigraben (Sprachgebiete),True,True
134,Volksinitiative «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»,20150308,212.40116775130744,3.689559814020786e-120,0.23476629607544555,7.294265948843375,2081,4,Röstigraben (Sprachgebiete),True,True
135,Volksinitiative «Energie- statt Mehrwertsteuer»,20150308,71.25516847215279,7.340431701700607e-44,0.09331618837066255,2.063984899328859,2081,4,Röstigraben (Sprachgebiete),True,True
136,Bundesbeschluss über die Änderung der Verfassungsbestimmung zur Fortpflanzungsmedizin und Gentechnologie im Humanbereich,20150614,826.7807410766903,0.0,0.5442519130090918,30.972663590604036,2081,4,Röstigraben (Sprachgebiete),True,True
137,Volksinitiative «Stipendieninitiative»,20150614,624.4368136910101,2.8530444963932523e-289,0.4742185377623583,12.520761690722868,2081,4,Röstigraben (Sprachgebiete),True,True
138,Volksinitiative «Millionen-Erbschaften besteuern für unsere AHV (Erbschaftssteuerreform)»,20150614,6.670243237653314,0.00017636911753961672,0.009542502300738803,3.4344212962962963,2081,4,Röstigraben (Sprachgebiete),True,True
139,Bundesgesetz über Radio und Fernsehen,20150614,411.8752102152484,6.394861794634474e-210,0.3730049116370813,11.572203694480464,2081,4,Röstigraben (Sprachgebiete),True,True
140,Volksinitiative «Für Ehe und Familie - gegen die Heiratsstrafe»,20160228,1.9362111195471998,0.12165505887361096,0.0027888463998129555,2.6822222222222223,2081,4,Röstigraben (Sprachgebiete),False,False
141,Volksinitiative «Zur Durchsetzung der Ausschaffung krimineller Ausländer (Durchsetzungsinitiative)»,20160228,211.9259997100808,6.361210509865424e-120,0.23436418289077945,20.879999999999995,2081,4,Röstigraben (Sprachgebiete),True,True
142,Volksinitiative «Keine Spekulation mit Nahrungsmitteln!»,20160228,63.97059673663684,1.4720149856333906e-39,0.084583186987695,3.9042276578118162,2081,4,Röstigraben (Sprachgebiete),True,True
143,Bundesgesetz über den Strassentransitverkehr im Alpengebiet (Sanierung Gotthard-Strassentunnel),20160228,471.5759533682818,1.1893133759025108e-233,0.40516555607582955,12.796242609313133,2081,4,Röstigraben (Sprachgebiete),True,True
144,Volksinitiative «Pro Service public»,20160605,30.962937372913213,1.4081662419865837e-19,0.042808097631528104,10.309143518518521,2081,4,Röstigraben (Sprachgebiete),True,True
145,Volksinitiative «Für ein bedingungsloses Grundeinkommen»,20160605,160.81198854924045,9.98477390744115e-94,0.18849307899196877,6.937923657718123,2081,4,Röstigraben (Sprachgebiete),True,True
146,Volksinitiative «Für eine faire Verkehrsfinanzierung»,20160605,105.39651545161908,1.6321208838960997e-63,0.13212056138071265,10.019953618662747,2081,4,Röstigraben (Sprachgebiete),True,True
147,"Bundesgesetz über die medizinisch unterstützte Fortpflanzung (Fortpflanzungsmedizingesetz, FMedG)",20160605,992.9929057895345,0.0,0.5891992201500037,26.24989932885906,2081,4,Röstigraben (Sprachgebiete),True,True
148,Änderung des Asylgesetzes (AsylG),20160605,130.37440457833137,2.221954811145932e-77,0.1584698898168498,12.618564814814825,2081,4,Röstigraben (Sprachgebiete),True,True
149,Volksinitiative «Für eine nachhaltige und ressourceneffiziente Wirtschaft (Grüne Wirtschaft)»,20160925,375.81096263286787,5.882609432433668e-195,0.3518353878329928,13.805935402684558,2081,4,Röstigraben (Sprachgebiete),True,True
150,Volksinitiative «AHVplus: für eine starke AHV»,20160925,495.38357470479076,8.896363456673316e-243,0.4170889303268973,21.866458333333334,2081,4,Röstigraben (Sprachgebiete),True,True
151,"Bundesgesetz über den Nachrichtendienst (Nachrichtendienstgesetz, NDG)",20160925,115.20765945081928,5.202216098511452e-69,0.14266478170181596,10.92546560402684,2081,4,Röstigraben (Sprachgebiete),True,True
152,Volksinitiative «Für den geordneten Ausstieg aus der Atomenergie»,20161127,369.8362614793008,1.9822703615424787e-192,0.34818946360871816,12.768300758423777,2081,4,Röstigraben (Sprachgebiete),True,True
153,Bundesbeschluss über die erleichterte Einbürgerung von Personen der dritten Ausländergeneration,20170212,584.2349962896841,2.7036498320165598e-275,0.4576605754133144,19.116367760377834,2081,4,Röstigraben (Sprachgebiete),True,True
154,Bundesbeschluss über die Schaffung eines Fonds für die Nationalstrassen und den Agglomerationsverkehr,20170212,147.2614006855665,1.6024793009172846e-86,0.17539581266865253,8.180010564255525,2081,4,Röstigraben (Sprachgebiete),True,True
155,Bundesgesetz über steuerliche Massnahmen zur Stärkung der Wettbewerbsfähigkeit des Unternehmensstandorts Schweiz,20170212,162.63298140038773,1.0956437193935315e-94,0.19022150767546914,13.399120370370369,2081,4,Röstigraben (Sprachgebiete),True,True
