municipality_id,municipality_name,PC1,PC2,PC3,kmeans_cluster,hier_cluster,gmm_cluster,dbscan_cluster
619,Oberdiessbach,-4.277883727958928,1.068508369820219,2.3660963470722582,1,3,1,0
6191,Ausserberg,-4.895221336586592,-2.550851276204784,-2.284572374092853,0,3,0,0
6192,Blatten,-4.017264733889213,-1.1756033272944615,-4.595889330024024,0,3,0,-1
6193,Bürchen,-0.9820444741500157,3.2658446231163385,-4.567272884058079,1,3,1,0
6194,Eischoll,-6.538831604899392,5.0061341241388275,-7.415860371143997,0,3,0,-1
6195,Ferden,-5.960417352407166,-1.9843693933283038,-3.6218120360686874,0,3,0,-1
6197,Kippel,-1.3135060461155392,5.719817226918898,-5.5897591969091955,1,3,1,-1
6198,Niedergesteln,-3.491801748474243,2.1170635098285358,-3.1971316576532094,1,3,1,0
6199,Raron,-2.573865189368123,-0.20908417464790122,-1.3295629041826336,1,3,1,0
62,Kloten,-1.138085537277919,2.4038323627099456,5.1235935506030765,1,3,1,0
620,Oberthal,-6.492728384228632,-1.7443025456614059,0.6763440258719768,0,2,0,0
6201,Unterbäch,-0.444623189452237,0.581886547324064,-2.384481304457523,1,3,1,-1
6202,Wiler (Lötschen),-7.403182165744324,1.1651017387009635,-9.368079292114729,0,3,0,-1
6203,Mörel-Filet,0.9586820070641698,3.096835671214058,-1.152280195739761,1,3,1,0
6204,Steg-Hohtenn,-6.545430694844175,-0.47285767493892283,-3.455875111471635,0,3,0,0
6205,Bettmeralp,-2.302203775336762,1.7870553352317045,-0.9090687949395886,1,3,1,0
6211,Collonges,5.327051226172318,-4.664469693718905,-7.574173617884519,2,1,2,0
6212,Dorénaz,-1.1006372588581246,-9.924647740673624,-8.669332533294165,2,1,2,-1
6213,Evionnaz,7.380770960914721,-10.564809467536271,-2.4294645532203836,2,1,2,0
6214,Finhaut,8.606965578588621,-4.131152796424519,-6.832869426278229,2,1,2,-1
6215,Massongex,4.586992596093517,-5.166939176298565,-7.592148747339974,2,1,2,0
6217,Saint-Maurice,8.677772069712573,-3.3967195350946713,-4.250860145887015,2,1,2,0
6218,Salvan,10.429115526845404,-2.887611877323287,-4.11178807349641,3,1,3,0
6219,Vernayaz,6.638536370691218,-5.379226210835712,-5.670880791385497,2,1,2,0
622,Oppligen,-1.3732226117850261,3.468663105740437,3.5893016515365566,1,3,1,0
6220,Vérossaz,4.863363983447734,-5.386140626975148,-7.52614056155541,2,1,2,0
623,Rubigen,5.425341495507273,6.083501173043918,6.0480675599538944,1,3,1,0
6232,Chalais,6.932270840837481,-6.576353091280221,-3.640452836217358,2,1,2,0
6235,Chippis,9.31887578688459,-6.17658965046549,-1.3272518269951852,2,1,2,0
6238,Grône,1.6003245967634485,-5.697907327371371,-7.514143420352853,2,1,2,0
6239,Icogne,9.539438122977288,-6.31662984683971,0.21781759805295275,2,1,2,0
6240,Lens,1.6338133764914429,-0.21832358458673054,-8.514557035530846,2,1,2,0
6246,Saint-Léonard,2.352865031226355,-2.1884346844864697,-8.108103118918256,2,1,2,0
6248,Sierre,6.5857251089191,-3.401353438391137,-2.980418322716746,2,1,2,0
6252,Anniviers,6.133521527416445,0.4936687767704113,-7.5671705656731385,2,1,2,0
6253,Crans-Montana,3.511248863163703,0.015837356729705383,-6.910892857408828,2,1,2,0
6254,Noble-Contrée,7.557283056823558,-0.9466218279966686,-4.135514816024112,3,1,3,0
626,Walkringen,-3.658182877031909,-2.478527644375744,4.440914918073951,1,3,1,0
6261,Arbaz,6.9746770330308445,-2.8384251975181973,-4.571236676905923,2,1,2,0
6263,Grimisuat,7.7401894612188435,-0.7830628534108675,-6.644739813891666,3,1,3,0
6265,Savièse,1.3502642611316986,-3.2964439398119096,-9.279458336440484,2,1,2,0
6266,Sion,8.645676453995614,-1.2358245878207668,-4.149315248899928,3,1,3,0
6267,Veysonnaz,10.384461968059956,-7.399962512774691,-4.3955563280218515,2,1,2,0
627,Worb,5.034907236388482,5.592511477902731,5.762620175918597,1,3,1,0
628,Zäziwil,-1.7433904693237392,-0.36509776125516935,3.8475001855731685,1,3,1,0
6281,Baltschieder,-3.0554647336908634,2.9006410117166035,-2.45702028817461,1,3,1,0
6282,Eisten,-8.125994683520323,-7.904635593596931,-2.112797796392232,0,3,0,-1
6283,Embd,-13.013933904106636,-3.1260154402722646,-4.488304620196793,0,3,0,-1
6285,Grächen,-7.366225077003706,-4.7695029733518854,-3.02636926138651,0,3,0,0
6286,Lalden,-5.039007214302687,0.9068359820716564,-4.530191894863887,0,3,0,0
6287,Randa,-3.408904695589418,-3.6748476696701458,1.4865952806575067,0,3,0,-1
6288,Saas-Almagell,-9.52070232855158,4.195487146342163,-9.915465164015629,0,3,0,-1
6289,Saas-Balen,-12.444049982984987,-3.858748269680296,-7.423876997845791,0,3,0,-1
6290,Saas-Fee,-0.5405844146347867,13.318951828270606,-8.697584709694306,1,3,1,-1
6291,Saas-Grund,-10.435162777181484,-2.538991962362043,-7.41564500121381,0,3,0,0
6292,St. Niklaus,-11.036484059954027,-3.683175829518941,-5.082121640606257,0,3,0,0
6293,Stalden (VS),-9.502956573810598,-0.4165542292937327,-6.243083607684108,0,3,0,0
6294,Staldenried,-2.6846713401432107,-0.8990843761352401,-4.811324170058967,0,3,0,0
6295,Täsch,-5.366531384409483,-4.867343083281259,-1.2189201418634947,0,3,0,-1
6296,Törbel,-11.39430542842996,-1.124587617453909,-6.748432683452925,0,3,0,0
6297,Visp,-2.327594246624084,3.6907815326976285,-1.4224961796759352,1,3,1,0
6298,Visperterminen,3.561877947709909,4.883498774063539,-1.0571818985858417,1,3,1,-1
6299,Zeneggen,3.7816296211077165,1.8775634875739233,3.633475036349219,1,3,1,-1
63,Lufingen,-7.106080502280325,5.088985828833469,0.7396618180941561,0,3,0,0
630,Allmendingen,-0.2866337035646721,7.037570163600415,1.7514473360519267,1,3,1,0
6300,Zermatt,-6.338018862284819,6.035927408713647,-4.71590494634201,0,3,0,0
632,Wichtrach,0.6996668152265547,4.358253321619741,2.6856232594370453,1,3,1,0
64,Nürensdorf,-6.596955515074254,7.163481498523295,-0.2591545081924042,1,3,1,0
6404,Boudry,15.456984299810761,-2.4395910108855925,1.7042759661675473,3,1,3,0
6408,Cortaillod,13.935952080331248,-0.3460926937486058,-0.4210809185541451,3,1,3,0
